687,866,778,1052,710,1037,621,862,Latin,MAISON
905,966,971,1158,910,1137,841,957,Latin,UNIVERSITÉ
425,331,639,775,544,768,326,340,Latin,ÉTUDIANT
723,891,785,892,869,1071,795,1061,Latin,ESPACE
573,776,640,781,695,861,616,857,Latin,DE
662,603,787,882,721,886,589,611,Latin,CULTURE
832,911,882,920,898,969,849,962,Latin,DE
810,857,861,861,879,917,831,906,Latin,LA
772,623,862,861,810,854,707,612,Latin,ROCHELLE
859,1081,877,1124,861,1125,843,1081,Latin,###
729,1054,817,1066,818,1073,727,1062,Latin,###
