410,747,1014,763,1013,885,407,875,Latin,BRYAN
1070,756,2014,782,2033,902,1069,887,Latin,CRANSTON
123,1031,313,1031,322,1143,108,1140,Latin,Sa
369,1028,587,1046,597,1144,363,1140,Latin,fille
656,1056,1042,1046,1036,1145,631,1144,Latin,aurait
1087,1070,1259,1074,1263,1168,1086,1171,Latin,pu
1316,1041,1782,1052,1780,1150,1313,1150,Latin,choisir
395,1201,1078,1215,1075,1346,389,1327,Latin,n'importe
1125,1213,1339,1212,1347,1339,1129,1340,Latin,qui
1409,1290,1524,1293,1530,1317,1407,1314,Symbols,...
