1739,914,2947,944,2954,1107,1744,1132,Chinese,国际高端产业新区
1742,1171,2257,1157,2263,1213,1744,1233,Latin,TOP-RANKED
809,868,1295,894,1301,1046,813,1041,Chinese,北京·亦庄
632,1056,1428,1057,1434,1160,638,1183,Latin,BEIJINGETOWN
647,1409,1276,1364,1280,1412,650,1457,Chinese,北京经济技术开发区荣华中路15号博大大厦
821,1464,1309,1421,1311,1460,825,1510,Latin,86-10-67881188
839,1514,1310,1467,1315,1522,844,1569,Latin,www.bda.gov.cn
2274,1155,2665,1141,2672,1197,2276,1213,Latin,INDUSTRIAL
2677,1146,2808,1142,2810,1187,2678,1191,Latin,NEW
2821,1142,2953,1136,2955,1180,2823,1186,Latin,ZONE
1285,1367,1363,1361,1367,1406,1289,1412,Chinese,(中国
1367,1361,1443,1356,1446,1399,1370,1404,Chinese,北京)
