1294,1259,1619,1300,1605,1775,1289,1771,Latin,P
1312,2037,1337,2041,1337,2074,1311,2078,Latin,P
1400,1966,1447,1976,1441,2064,1395,2057,Latin,2
1484,1976,1621,1988,1621,2061,1479,2055,Latin,Std.
1306,2237,1352,2237,1349,2329,1307,2327,Latin,7
1376,2272,1416,2272,1416,2288,1375,2288,Symbols,-
1432,2243,1507,2239,1507,2329,1441,2329,Latin,19
1535,2255,1576,2261,1576,2333,1534,2333,Latin,h
1268,2470,1611,2478,1608,2537,1268,2535,Latin,Bewohner
1251,2553,1296,2551,1296,2584,1249,2580,None,###
1307,2549,1481,2559,1481,2584,1306,2580,None,###
1492,2555,1526,2555,1525,2578,1492,2578,None,###
1532,2537,1607,2549,1608,2582,1531,2584,None,###
1383,2586,1495,2594,1495,2661,1382,2659,Latin,frei
