365,1179,705,1168,707,1261,367,1273,Chinese,营业时间
725,1175,1022,1163,1025,1229,730,1240,Chinese,周日-周四
1625,1457,1719,1457,1719,1547,1625,1547,Chinese,拉
1883,1449,1973,1449,1973,1537,1883,1537,Chinese,拉
370,1288,566,1279,568,1321,371,1330,Latin,BUSINESS
729,1250,1017,1241,1019,1308,730,1317,Chinese,周五-周六
1630,1548,1719,1548,1719,1573,1630,1573,Latin,PULL
1876,1544,1971,1544,1971,1570,1876,1570,Latin,PULL
1026,1169,1402,1152,1403,1206,1028,1222,Latin,10:00-21:30
1025,1247,1397,1233,1398,1283,1026,1297,Latin,10:00-22:00
571,1282,713,1279,714,1314,571,1317,Latin,HOURS
