193,534,1311,541,1303,853,181,820,Korean,고치오뎅
1412,537,2283,530,2288,842,1412,842,Korean,전문점
2043,261,2177,263,2176,308,2043,310,Latin,JCB
2036,100,2091,97,2091,122,2040,123,Latin,Credit
2241,2,2428,5,2428,38,2242,39,None,###
1989,0,2171,0,2171,43,1997,50,Korean,우리카드
316,123,470,254,455,292,310,174,Latin,###
2274,287,2408,283,2409,303,2275,309,Latin,###
2265,159,2423,155,2401,198,2262,189,Latin,UnionPay
2324,191,2404,191,2399,221,2321,221,Latin,###
2274,311,2326,312,2324,325,2276,327,Latin,Credit
2331,310,2369,310,2369,324,2332,326,Latin,Card
2151,1501,2144,1721,2091,1684,2087,1464,None,###
