1865,1937,1909,2389,1581,2397,1554,1930,Latin,P
1799,2326,1824,2389,1765,2389,1779,2334,Latin,A
1999,2326,2008,2397,1845,2393,1835,2323,Latin,ORE
1613,2602,1612,2702,1441,2702,1437,2606,Latin,30
2035,2602,2051,2704,1671,2700,1667,2621,Latin,metri
1504,2936,1502,2977,1395,2979,1406,2938,Latin,AreaC
1828,2833,1872,2971,1523,2971,1550,2841,Latin,AREA
1968,2830,1982,2967,1905,2977,1886,2836,Latin,C
1536,3072,1583,3207,1451,3213,1496,3074,Latin,A
1702,3068,1706,3211,1610,3205,1605,3076,Symbols,€
2049,3056,2061,3219,1755,3227,1748,3074,Latin,3,00
2628,1825,2729,1825,2740,1909,2635,1907,None,###
2518,1739,2698,1735,2726,1805,2529,1821,None,###
1239,3229,1263,3227,1264,3268,1237,3263,Latin,0
1277,3239,1290,3239,1289,3255,1278,3253,Symbols,-
1302,3225,1352,3219,1353,3263,1302,3264,Latin,24
827,3610,840,3608,837,3697,826,3698,Latin,CAFFE
824,3712,836,3712,829,3941,817,3942,Latin,TAYOLAFREDDA
926,3616,938,3613,936,3733,921,3730,Latin,CAFFER
998,3621,1011,3622,1011,3718,995,3717,Latin,FOCACCE
995,3737,1008,3738,1007,3878,994,3879,Latin,PANZEROTTI
855,3480,920,3484,918,3530,854,3535,Latin,###
277,3087,297,3096,296,3112,275,3102,None,###
250,3122,316,3147,312,3170,248,3142,None,###
322,3440,411,3457,402,3585,308,3586,Latin,ZIOLI
27,3088,54,3086,57,3109,29,3106,Latin,VIA
0,3588,36,3586,36,3613,0,3619,Latin,gio
1771,3942,1828,3974,1829,4012,1773,4016,None,###
