279,334,457,334,457,385,279,388,Latin,CROCE
496,337,659,336,672,384,496,387,Latin,ROSSA
708,336,925,334,940,382,708,386,Latin,ITALIANA
483,470,735,469,735,519,482,518,Latin,CENTRO
327,546,476,548,494,594,307,594,Latin,ANNA
336,642,549,642,549,682,336,681,Latin,FIRENZE
542,546,910,546,911,593,552,595,Latin,TORRIGIANI
312,762,611,762,612,805,294,805,Latin,Ambulatorio
346,824,423,824,424,862,360,867,Latin,Via
465,824,587,822,588,865,464,865,Latin,XXVII
414,1128,814,1123,817,1171,413,1172,Latin,PRENOTAZIONI:
656,760,924,759,926,803,656,803,Latin,Distaccato
560,892,869,875,869,927,561,938,Latin,prevenzione
631,820,788,825,789,864,630,872,Latin,aprile.
358,897,434,894,434,925,357,934,Latin,per
475,886,518,890,518,923,476,924,Latin,la
336,947,515,947,515,987,335,990,Latin,DERMO
526,966,545,966,545,974,526,977,Symbols,-
830,821,873,822,874,859,830,861,Latin,10
592,643,676,641,678,679,592,681,Latin,055
722,641,885,641,885,679,722,679,Latin,574251
463,1206,552,1205,552,1248,463,1250,Latin,055
468,1271,557,1270,558,1314,468,1314,Latin,055
598,1205,767,1205,768,1245,598,1248,Latin,574251
604,1270,766,1266,750,1313,604,1312,Latin,211787
466,1335,772,1333,756,1381,466,1387,Latin,3937471897
555,945,874,942,895,986,555,991,Latin,ONCOLOGICA
