321,365,1332,391,1302,545,286,523,Latin,ATTACCO
1407,391,1607,391,1575,548,1382,541,Latin,DI
1279,609,1689,613,1653,749,1267,745,Latin,PER
187,595,1158,609,1197,745,214,727,Latin,MANDATA
359,788,1506,803,1534,924,328,906,Latin,AUTOPOMPA
1172,971,1168,1086,731,1078,683,964,Latin,V.V.F.
1335,976,1403,977,1403,992,1334,991,Latin,D.P.R.
1414,977,1500,978,1495,994,1412,992,Latin,Service
1506,978,1557,979,1557,994,1505,992,Latin,S.r.l.
1340,994,1372,996,1372,1004,1339,1003,Latin,20152
1375,995,1449,996,1449,1004,1375,1003,Latin,MILANO-Via
1452,996,1463,996,1462,1005,1452,1004,Latin,S.
1467,996,1530,997,1530,1007,1466,1004,Latin,D'Acqwsro.
1534,997,1547,996,1547,1005,1535,1005,Latin,13
1459,1049,1402,1050,1402,1021,1460,1020,Latin,dPR
1337,1005,1349,1005,1350,1013,1338,1013,Latin,Tel
1360,1013,1351,1013,1351,1005,1361,1005,Latin,02
1371,1006,1371,1013,1362,1012,1363,1005,Latin,48
1372,1005,1385,1006,1384,1014,1372,1013,Latin,911
1387,1005,1404,1006,1403,1014,1387,1013,Latin,152.
1406,1005,1419,1007,1418,1015,1406,1014,Latin,For
1420,1005,1430,1006,1428,1015,1420,1014,Latin,02
1431,1005,1440,1006,1438,1015,1429,1014,Latin,48
1441,1005,1454,1006,1453,1014,1440,1014,Latin,910
1474,1008,1494,1007,1493,1014,1475,1014,Latin,www
1495,1008,1546,1008,1546,1016,1494,1014,Latin,###
1456,1006,1468,1007,1467,1014,1455,1013,Latin,###
1473,1009,1472,1013,1470,1012,1469,1009,Symbols,.
1318,1051,1365,1051,1365,1058,1320,1059,Latin,Verdita-
1368,1051,1377,1051,1377,1058,1368,1059,Latin,M
1459,1052,1459,1060,1444,1060,1444,1052,Latin,-N
1378,1053,1441,1053,1440,1061,1378,1059,Latin,###
1496,1061,1460,1060,1460,1052,1498,1053,Latin,###
1544,1060,1501,1060,1502,1053,1545,1051,Latin,###
1282,1058,1307,1060,1306,1067,1279,1066,Latin,Assis
1307,1060,1335,1061,1335,1068,1307,1067,Latin,###
1339,1061,1345,1061,1345,1068,1338,1067,Latin,e
1348,1060,1421,1062,1420,1070,1348,1067,Latin,manutenrione
1432,1069,1423,1068,1423,1060,1432,1061,Latin,di
1437,1061,1457,1061,1457,1069,1437,1069,Latin,###
1475,1061,1517,1060,1517,1071,1475,1071,Latin,implanti
1460,1062,1472,1061,1472,1070,1459,1070,Latin,###
1520,1062,1581,1063,1581,1070,1519,1069,Latin,###
