1345,1003,1855,1003,1855,1158,1345,1158,Chinese,中国科学技术大学
1374,1161,1827,1162,1827,1229,1374,1228,Chinese,讯飞语音实验室
764,1132,935,992,982,1049,811,1189,Chinese,中国科学技术大学
782,1193,1287,1193,1287,1257,782,1257,Chinese,人机语音通信研究评测实验室
1434,1257,1518,1257,1518,1298,1434,1298,Latin,USTC
782,1269,940,1270,940,1299,782,1298,Latin,MAN-MACH
824,1306,969,1306,969,1333,824,1333,Latin,RESEARCH
897,1339,1024,1341,1024,1367,897,1365,Latin,U.S.T.C.
1337,1317,1459,1317,1459,1369,1337,1369,Latin,University
1530,1256,1596,1256,1596,1308,1530,1308,Latin,iFly
1610,1258,1717,1258,1717,1308,1610,1308,Latin,Speech
1731,1259,1787,1259,1787,1302,1731,1302,Latin,Lab
1470,1314,1495,1314,1495,1358,1470,1358,Latin,of
1503,1315,1592,1315,1592,1356,1503,1356,Latin,Science
1601,1318,1617,1318,1617,1355,1601,1355,Symbols,&
1621,1316,1757,1316,1757,1371,1621,1371,Latin,Technology
1768,1320,1794,1320,1794,1362,1768,1362,Latin,of
1801,1319,1870,1319,1870,1362,1801,1362,Latin,China
951,1269,1038,1269,1038,1295,951,1295,Latin,VOICE
1049,1269,1286,1274,1285,1303,1049,1298,Latin,COMMUNICATION
984,1306,1001,1306,1001,1331,984,1331,Symbols,&
1017,1304,1203,1310,1202,1336,1016,1331,Latin,ASSESSMENT
1216,1307,1271,1311,1269,1338,1214,1334,Latin,LAB
1061,1342,1169,1342,1169,1368,1061,1368,Latin,N.C.I.C
1015,949,1325,1099,1282,1186,973,1034,Chinese,国家智能计算机研究开发中心
