1063,355,1452,363,1452,394,1062,386,Japanese,こちらは南10西7(15550)です。
1468,363,1845,371,1844,401,1467,393,Japanese,緊急連絡先0120-77-8924
706,467,781,471,782,494,712,490,Latin,Times
792,467,849,471,849,495,792,494,Latin,Club
778,551,801,551,793,569,769,567,Latin,24
799,555,805,557,801,569,795,567,Latin,h
735,546,843,549,823,591,713,588,Latin,Times
720,616,846,620,844,632,720,627,Latin,http://www.timesclub.jp
681,664,724,660,726,689,684,693,Latin,###
723,675,734,674,735,688,724,689,Latin,###
744,661,764,663,764,684,744,684,Latin,###
768,664,828,666,828,675,768,674,Japanese,ポイントたまる!
832,666,867,666,867,675,832,676,Japanese,つむえる!
769,674,883,677,882,687,768,685,Japanese,タイムスのポイントカード
832,690,884,691,883,697,832,696,Latin,###
950,473,958,474,958,495,950,494,Latin,1
910,503,1000,506,1000,520,909,518,Japanese,駐車番号の確認
916,531,921,530,922,541,916,541,Latin,1
938,532,946,532,946,543,938,543,Latin,2
961,532,968,532,968,544,961,544,Latin,3
916,556,923,556,923,568,916,568,Latin,4
939,556,946,557,946,568,938,568,Latin,5
961,557,968,557,968,569,961,569,Latin,6
916,580,924,579,923,591,916,591,Latin,7
938,581,946,581,946,593,938,591,Latin,8
961,581,968,582,968,593,960,593,Latin,9
938,606,946,605,946,617,939,617,Latin,0
980,534,995,535,994,543,980,543,Japanese,###
980,558,995,559,996,567,980,568,Japanese,取消
979,582,996,583,996,593,979,592,Japanese,###
979,607,996,609,996,617,980,616,Japanese,###
1108,478,1125,479,1125,499,1108,500,Latin,2
1076,507,1155,509,1155,524,1076,523,Japanese,駐車料金表示
1120,539,1144,539,1144,554,1120,554,Japanese,精算
1099,582,1143,582,1142,595,1099,595,Japanese,駐車料金
1076,594,1087,594,1086,609,1075,610,Symbols,¥
1127,595,1148,598,1148,610,1127,610,Latin,900
1036,606,1059,598,1064,617,1042,624,Korean,###
1090,624,1161,628,1161,652,1090,652,Korean,###
1270,480,1286,482,1286,503,1269,503,Korean,3
1218,510,1335,512,1335,528,1217,526,Korean,駐車料金のお支払い
1213,536,1234,538,1234,550,1214,550,Japanese,###
1246,531,1342,535,1342,560,1245,557,None,###
1217,566,1228,566,1227,578,1217,578,Symbols,¥
1245,570,1255,572,1254,578,1246,577,Latin,500
1263,572,1273,572,1273,578,1264,580,Latin,100
1282,571,1289,571,1289,580,1282,580,None,###
1300,570,1307,572,1307,580,1300,580,Latin,10
1209,605,1233,606,1233,613,1209,614,Japanese,###
1242,600,1343,604,1343,642,1243,640,Japanese,###
1216,630,1234,630,1234,648,1216,648,Japanese,###
1198,649,1294,651,1294,659,1197,657,Japanese,###
1430,484,1445,485,1445,507,1429,507,Latin,4
1374,514,1491,517,1492,531,1374,529,Japanese,額収書が必要な方は、
1373,528,1498,532,1498,548,1373,546,Japanese,額収書ポタンを押して
1373,546,1428,549,1427,564,1372,563,Japanese,ください。
1381,564,1470,566,1469,575,1380,573,Japanese,タイムスチケフトヤ現金
1379,572,1465,576,1464,586,1379,585,Japanese,でのこ精算の場合のみ。
1408,609,1444,610,1444,627,1409,628,Japanese,額収書
1440,648,1483,647,1483,658,1440,658,Japanese,###
1589,485,1606,486,1605,509,1588,508,Latin,5
1540,516,1652,521,1653,533,1540,533,Japanese,###
1540,533,1618,534,1618,550,1540,547,Japanese,ことを確認後、
1626,534,1652,536,1651,551,1626,551,Latin,出庫
1539,548,1618,551,1618,566,1540,565,Japanese,してください。
896,664,921,664,923,676,900,677,Japanese,VISA
928,663,948,664,948,677,928,678,Japanese,###
954,664,969,665,968,676,954,678,Japanese,###
910,683,929,684,929,698,911,697,Japanese,###
937,684,951,684,951,700,938,701,Japanese,###
978,662,1182,666,1182,677,978,672,Japanese,###
979,671,1180,674,1180,685,978,681,Japanese,###
985,679,1033,682,1033,692,983,690,Japanese,###
979,692,1114,695,1114,705,978,703,Japanese,###
1190,666,1341,670,1341,678,1189,676,Japanese,###
1189,674,1444,681,1444,690,1189,685,Japanese,###
1189,685,1442,690,1442,699,1189,693,Japanese,###
1194,693,1324,697,1323,706,1193,704,Japanese,###
1470,670,1541,672,1541,688,1470,688,Japanese,###
1546,672,1672,674,1672,690,1545,688,Japanese,###
1496,691,1669,693,1669,712,1495,710,Japanese,###
814,966,864,968,864,982,813,984,Latin,釣銭切れ
895,969,907,969,907,984,895,982,Latin,No
910,969,941,970,941,985,910,983,Japanese,###
814,992,886,994,886,1009,815,1008,Japanese,千円札使用中止
895,994,920,994,920,1009,896,1009,Latin,Coins
922,997,942,997,937,1010,922,1009,Latin,only
816,1017,885,1020,885,1033,816,1033,Japanese,カード使用中止
895,1019,915,1020,915,1033,895,1033,Latin,Card
917,1021,975,1021,975,1034,918,1034,Latin,unacceptable
816,1041,886,1044,886,1060,815,1059,Japanese,額収書発行中止
895,1045,921,1047,921,1059,894,1059,Japanese,Cannot
922,1046,941,1047,941,1057,922,1059,Japanese,###
943,1047,947,1048,947,1058,943,1058,Japanese,###
949,1047,975,1047,975,1060,949,1060,Latin,receipt
1046,813,1093,813,1092,887,1045,886,Latin,2
1103,810,1206,813,1206,841,1103,841,Japanese,駐車料金を
1103,843,1270,848,1269,875,1102,874,Japanese,投入してください
1102,878,1142,879,1142,893,1102,892,Latin,Please
