232,438,255,432,253,455,227,457,Latin,Sixt
222,494,254,499,253,513,222,507,Latin,###
215,466,234,464,234,474,215,476,Latin,###
309,296,352,320,352,345,308,326,Latin,SIXT
326,335,350,345,350,352,327,341,Latin,###
607,133,664,129,670,284,609,293,Latin,SIXT
268,158,306,159,307,172,268,170,Latin,Starke
311,159,361,161,361,173,310,171,Latin,Angehole
365,162,393,162,392,172,364,172,Latin,###
395,160,434,162,434,175,395,173,Latin,sixi,de
155,114,261,122,261,161,153,149,Latin,Sieger
272,118,311,124,311,155,272,152,Latin,im
324,120,549,124,549,158,324,154,Latin,Preisdrücken.
