233,341,225,440,96,431,91,338,Latin,16
431,344,423,437,294,434,294,344,Latin,10
752,358,752,440,466,434,469,355,Latin,2016
859,395,859,412,785,406,788,392,Symbols,-
968,358,970,437,902,440,899,355,Latin,6
1059,358,1059,443,1023,434,1016,364,Latin,1
1378,364,1343,445,1125,443,1112,364,Latin,2017
129,499,142,575,56,578,66,507,Latin,a
327,629,322,724,51,722,61,620,Latin,PAC
441,502,459,578,172,575,182,502,Latin,cura
798,767,811,863,38,891,46,784,Latin,pacmilano.it
595,485,590,581,491,575,494,488,Latin,di
988,623,983,744,362,733,370,623,Latin,Padiglione
909,490,912,578,636,575,636,488,Latin,llaria
1558,493,1578,578,950,575,952,488,Latin,Bonacossa
1961,3,2455,3,2455,39,1956,6,Latin,###
2523,3,2521,14,2477,14,2472,8,Symbols,-
2749,0,2769,43,2541,28,2540,1,Latin,Franco
1355,620,1355,713,1028,719,1028,623,Latin,d'Arte
2270,640,2318,744,1401,727,1393,623,Latin,Contemporanea,
1659,507,1680,575,1611,575,1604,513,Latin,e
2042,496,2063,606,1720,592,1701,490,Latin,Philipp
2422,502,2432,603,2085,606,2070,505,Latin,Ziegler
2637,640,2670,727,2343,724,2320,634,Latin,Milano
