41,2659,165,2664,178,2694,39,2694,Latin,ZARA
205,2665,231,2666,231,2694,206,2694,Latin,H
1097,2926,1117,2926,1119,2953,1096,2963,Latin,P
1026,1932,1333,1951,1337,2015,1025,1989,Latin,accesso
1003,2021,1364,2045,1363,2121,1006,2095,Latin,facilitato
921,951,1169,1010,1275,1416,825,1330,Latin,M
1480,2889,1606,2875,1612,2919,1481,2932,Latin,MILANO
1630,2891,1650,2888,1650,2915,1631,2919,Latin,###
1653,2888,1751,2878,1758,2908,1649,2916,Latin,###
1619,2927,1749,2918,1764,3018,1614,3027,Latin,M4
1553,3038,1619,3032,1620,3070,1552,3081,Latin,Segui
1624,3037,1646,3035,1647,3069,1623,3069,Latin,la
1650,3037,1688,3035,1694,3061,1654,3067,Latin,###
1555,3075,1608,3073,1616,3105,1553,3110,Latin,###
1616,3075,1645,3072,1644,3102,1619,3107,Latin,###
1371,1262,1428,1219,1434,1256,1374,1291,Latin,###
1428,1221,1500,1181,1504,1208,1434,1248,Latin,###
1372,1284,1432,1250,1438,1278,1375,1319,Latin,###
1433,1248,1526,1192,1533,1224,1434,1281,Latin,###
1374,1310,1410,1292,1415,1323,1378,1345,Latin,###
1799,1054,1957,996,1959,1057,1790,1119,Latin,###
1962,983,2106,976,2107,1034,1963,1056,Latin,PIGUET
1891,1076,1910,1073,1912,1102,1888,1111,Latin,###
1914,1067,1977,1059,1976,1081,1913,1103,Latin,###
2185,935,2247,961,2249,997,2184,975,Latin,PROU
2248,962,2274,973,2274,1016,2250,1005,Latin,LE
2276,978,2368,1016,2366,1059,2274,1019,Latin,###
2187,975,2222,983,2224,1024,2190,1015,Latin,TO
2225,988,2278,1011,2289,1056,2223,1027,Latin,###
2196,1011,2300,1061,2303,1100,2184,1051,Latin,###
2301,1057,2373,1094,2370,1132,2300,1100,Latin,###
2374,1096,2444,1126,2445,1169,2372,1134,Latin,###
2191,1051,2227,1062,2236,1105,2196,1096,Latin,VLA
2234,1065,2409,1143,2418,1189,2234,1105,Latin,###
1993,1809,2047,1797,2048,1824,1996,1836,Latin,###
2050,1797,2077,1792,2087,1814,2050,1827,Latin,###
2084,1787,2132,1779,2145,1804,2086,1822,Latin,###
1997,1825,2132,1798,2147,1828,1993,1860,Latin,###
2015,2053,2153,2033,2152,2064,2017,2087,Latin,###
2031,2085,2139,2069,2144,2095,2031,2115,Latin,###
