256,114,256,137,194,135,193,115,Latin,Handy
305,114,304,133,261,133,261,114,Latin,leer?
349,114,349,133,309,133,309,114,Latin,Hier
438,114,438,133,351,133,351,114,Latin,aufladden!
281,144,281,163,192,163,192,144,Latin,GEGEBEN
293,165,293,184,192,184,192,166,Latin,RUCKGELD
436,142,436,161,364,162,364,143,Latin,500,00
434,163,434,182,351,182,351,164,Latin,-493,78
231,224,231,230,195,230,195,223,Latin,###
458,210,458,219,435,218,435,210,Latin,###
405,205,407,227,383,226,382,205,Latin,O2
376,209,376,222,324,223,324,210,Latin,blau.de
310,212,310,219,288,219,288,212,Latin,###
355,224,355,228,316,228,316,224,Latin,###
283,208,283,230,235,230,234,209,Latin,e+plus+
41,1,41,35,5,24,5,0,Latin,Karte
66,13,65,42,42,35,42,6,Latin,für
105,22,104,54,67,44,68,16,Latin,40€
55,113,55,132,36,121,36,101,Latin,€50
54,132,54,139,40,130,40,124,Latin,###
39,141,39,155,13,137,14,122,Latin,iTunes
55,170,54,183,0,143,0,131,Latin,###
191,304,169,310,133,286,134,266,Latin,###
223,379,266,347,266,364,246,379,Latin,###
175,268,161,277,133,258,133,242,Latin,###
217,288,201,300,166,278,183,265,Latin,###
265,319,267,340,225,372,221,350,Latin,###
203,298,221,286,253,308,236,323,Latin,###
195,377,217,365,219,375,212,380,Latin,###
