645,123,907,68,937,284,677,309,Latin,VaL
905,97,1090,95,1090,255,916,257,Latin,de
1090,54,1606,176,1615,333,1090,280,Latin,Rance
586,556,654,625,611,703,558,710,Latin,le
472,619,973,720,869,1034,451,986,Latin,Coup
978,730,1139,645,1163,838,955,877,Latin,de
1172,546,1730,549,1730,891,1158,886,Latin,Coeur
602,995,714,980,725,1106,604,1120,Latin,du
746,953,1609,896,1640,1161,730,1262,Latin,Boulanger
967,1247,1139,1248,1144,1311,969,1308,Latin,CIDRE
887,1323,1227,1323,1212,1468,889,1459,Latin,BRUT
