615,1627,1771,1595,1769,1721,595,1736,Japanese,レストラン街(アスティ東館)
595,1721,1066,1739,1055,1798,586,1804,Latin,Restaurants
584,1839,1956,1816,1963,1948,573,1954,Japanese,ショッピング街(パルシェ食彩館)
570,1951,818,1954,807,2045,562,2034,Latin,Shops
2358,1564,2744,1564,2757,1676,2364,1705,Japanese,お手洗
2370,1664,2666,1682,2666,1764,2367,1776,Latin,Toilets
528,2149,559,2162,554,2183,525,2162,Latin,###
524,2163,584,2207,583,2251,519,2193,Latin,###
513,2229,579,2276,574,2318,508,2279,Latin,###
507,2290,573,2332,569,2359,502,2314,Latin,###
500,2338,566,2378,563,2397,497,2357,Latin,###
494,2382,545,2418,519,2420,489,2406,Latin,###
1132,2286,1326,2290,1324,2312,1132,2312,Japanese,出展企業数
1133,2325,1157,2330,1156,2355,1132,2352,Japanese,###
1162,2315,1280,2316,1278,2354,1161,2354,Latin,6,500
1284,2323,1306,2326,1308,2354,1285,2354,Japanese,社
1312,2325,1324,2327,1320,2356,1312,2355,Latin,###
1130,2364,1323,2367,1322,2382,1130,2382,Latin,###
1130,2380,1321,2383,1321,2397,1127,2399,Latin,###
1129,2398,1314,2397,1311,2409,1128,2412,Latin,###
1110,2596,1170,2601,1170,2611,1109,2611,Latin,###
1210,2589,1267,2593,1265,2613,1212,2613,Japanese,マイナピ
1269,2597,1306,2599,1305,2614,1268,2613,Latin,2014
1126,2411,1313,2413,1312,2428,1125,2429,Latin,###
1125,2428,1316,2431,1316,2446,1123,2442,Latin,###
1122,2443,1316,2444,1314,2458,1121,2458,Latin,###
1122,2458,1310,2462,1310,2475,1121,2473,Latin,###
1121,2475,1312,2478,1313,2494,1118,2489,Latin,###
1119,2489,1311,2492,1310,2506,1118,2502,Latin,###
1117,2503,1309,2504,1309,2517,1116,2517,Latin,###
1117,2516,1309,2517,1310,2532,1115,2528,Latin,###
1577,2724,1630,2725,1629,2743,1578,2744,Japanese,マイナピ
1575,2743,1658,2745,1657,2761,1573,2765,Latin,###
1575,2785,1685,2794,1682,2826,1574,2822,Latin,3/89
1575,2828,1682,2832,1680,2847,1573,2846,Latin,11:00-17:30
1573,2857,1679,2861,1680,2877,1571,2875,Latin,###
1571,2889,1680,2894,1678,2911,1570,2911,Latin,###
1554,2937,1596,2939,1596,2948,1555,2947,Latin,###
1625,2931,1663,2933,1664,2944,1626,2947,Japanese,マイナピ
