664,868,663,927,418,923,411,859,Latin,Unsere
1312,859,1310,938,695,935,691,859,Latin,Geschäftsräume
1609,853,1609,930,1343,930,1341,863,Latin,stehen
1872,852,1853,929,1646,929,1646,871,Latin,unter
1532,980,1543,1098,705,1085,736,967,Latin,Alarmschutz
1127,1129,1130,1198,995,1195,993,1148,Latin,und
1435,1127,1437,1202,1168,1198,1152,1141,Latin,werden
1529,1279,1529,1354,1006,1341,1002,1233,Latin,kamera-
1720,1397,1716,1508,1012,1482,1005,1377,Latin,überwacht!
1208,1541,1207,1569,1017,1561,1015,1534,Latin,Stadtsparkasse
1336,1546,1340,1570,1217,1564,1217,1542,Latin,München
1578,1552,1579,1576,1348,1573,1348,1546,Latin,Sparkassenstraße
1604,1557,1611,1579,1587,1575,1590,1553,Latin,2.
1697,1558,1700,1580,1619,1578,1621,1554,Latin,80331
1832,1562,1832,1585,1712,1582,1713,1558,Latin,München
1177,2175,1178,2240,630,2199,630,2134,Latin,Geldbestände
1407,2310,1412,2392,641,2332,633,2227,Latin,Zeitschloss-
1266,2408,1268,2510,666,2485,653,2370,Latin,gesichert!
800,2536,798,2561,665,2550,661,2515,Latin,Unsere
1044,2551,1036,2580,817,2562,816,2530,Latin,Mitarbeiter
1182,2564,1182,2595,1058,2582,1057,2549,Latin,haben
1336,2579,1337,2609,1201,2596,1200,2563,Latin,keinen
816,2579,819,2607,669,2594,668,2560,Latin,Einfluss
897,2583,891,2614,835,2609,834,2587,Latin,auf
1127,2612,1127,2643,908,2614,919,2585,Latin,Abkürzung
1215,2617,1207,2642,1145,2637,1146,2604,Latin,der
1503,2641,1503,2673,1228,2656,1227,2615,Latin,eingestellten
1712,2664,1728,2697,1521,2685,1522,2645,Latin,Sperrzeit.
