152,1925,446,1919,443,2082,159,2082,Korean,유자
493,1914,881,1910,879,2073,488,2078,Korean,숩분ᄃ
926,1914,1204,1903,1203,2069,923,2073,Korean,크림
1272,1934,1471,1930,1471,2058,1255,2047,Korean,또는
1517,1899,1799,1888,1796,2056,1523,2062,Korean,앰플
1843,1888,1974,1890,1977,2051,1861,2056,Korean,인
2030,1890,2300,1881,2300,2051,2024,2047,Korean,세럼
2354,1892,2768,1879,2765,2040,2355,2043,Korean,구매시
2109,1437,2763,1426,2762,1817,2113,1817,Korean,증정
988,1443,1952,1446,2016,1795,989,1835,Korean,미스트
151,1461,854,1448,857,1833,152,1835,Korean,유자
787,1147,1154,1138,1152,1282,787,1282,Korean,피부에
1201,1136,1567,1138,1572,1275,1207,1289,Korean,내리는
1600,1127,1851,1125,1851,1275,1598,1278,Korean,촉촉
1887,1130,2135,1127,2135,1271,1884,1271,Korean,수분
2656,44,2974,137,2964,332,2666,310,Latin,VOILA
2722,341,2914,345,2905,403,2729,407,Latin,creamery
2958,792,3015,810,3023,881,2961,867,None,###
