1054,426,1053,461,938,465,934,431,Latin,AMANO
1242,974,1246,1026,1084,1022,1069,962,Latin,Ticket
1230,1163,1229,1214,1106,1210,1103,1152,Latin,Issue
1389,1724,1389,1750,1088,1748,1084,1722,Latin,0120-115-076
1436,1587,1434,1660,936,1647,934,1574,Latin,0120-115-076
1245,882,1247,940,1070,925,1070,878,Japanese,駐車券
1230,1101,1230,1159,1104,1150,1107,1099,Japanese,発券
1118,1668,1120,1703,984,1695,981,1664,Japanese,駐車場名
1427,1437,1428,1465,972,1456,968,1421,Japanese,ご利用の際は、場內の約款看板を必ずお讀み下さい。
1384,1472,1386,1505,971,1496,971,1465,Japanese,2千円・5千円・万円札のご利用はできません。
1162,1543,1162,1573,934,1568,931,1528,Japanese,リパークコールセンター
1432,1581,1438,1581,1162,1574,1163,1537,Japanese,携帯電話もご利用できます。
1063,1715,1062,1748,954,1743,950,1710,Japanese,リパーク
1410,1675,1412,1701,1138,1702,1136,1673,Japanese,リパーク札幌南14西6
