642,210,640,286,479,283,478,204,Latin,SEI
848,450,883,528,460,526,504,444,Latin,ALTRA
1230,220,1233,298,701,302,703,210,Latin,QUI/YOU
1508,226,1510,305,1286,296,1320,222,Latin,ARE
1834,231,1839,314,1565,305,1565,229,Latin,HERE
1798,458,1817,554,938,535,941,450,Latin,MAPPA/OTHER
2097,467,2103,542,1873,540,1870,466,Latin,MAP
1597,695,1602,792,447,776,454,689,Latin,PERCORSO/ROUTE
1315,944,1362,1044,435,1033,439,942,Latin,PARETE/WALL
1532,1196,1539,1299,421,1301,465,1210,Latin,ASCENSORE/LIFT
1341,1472,1385,1567,413,1590,416,1483,Latin,SCALA-SCALA
1882,1463,1941,1559,1444,1563,1443,1469,Latin,MOBILE
2007,1467,2012,1554,1993,1555,1987,1468,Latin,I
2522,1460,2533,1548,2075,1553,2071,1465,Latin,PALLINI
1086,1618,1083,1718,404,1733,408,1637,Latin,INDICANO
1276,1623,1316,1710,1154,1715,1155,1625,Latin,LA
2502,1599,2514,1708,1380,1717,1379,1619,Latin,SOMMITA`/STAIRS
