1135,927,1648,992,1652,1079,1140,1024,Chinese,览胜楼/叠翠亭
976,1507,1626,1472,1631,1552,980,1586,Chinese,月华亭/云生结海阁
1174,1043,1320,1062,1319,1099,1176,1087,Latin,Lansheng
1038,1596,1131,1592,1132,1621,1040,1625,Latin,Yuehua
1324,1058,1434,1071,1435,1103,1324,1093,Latin,Pavilion
1442,1071,1457,1071,1457,1103,1442,1103,Symbols,/
1465,1074,1548,1083,1548,1115,1465,1107,Latin,Diecui
1555,1084,1655,1096,1655,1126,1555,1116,Latin,Pavilion
1140,1592,1246,1587,1247,1614,1141,1619,Latin,Pavilion
1252,1587,1271,1586,1271,1611,1253,1613,Symbols,/
1278,1586,1412,1581,1414,1616,1280,1621,Latin,Yunsheng
1418,1580,1501,1576,1502,1604,1419,1608,Latin,Jiehai
1507,1574,1623,1569,1624,1599,1508,1604,Latin,Pavilion
