0,2535,186,2093,309,2155,110,2597,Japanese,新宿游步道公園
142,2578,313,2209,370,2248,219,2617,Latin,Shinjuku-yuhodo
319,2195,375,2073,427,2110,375,2226,Latin,Park
207,2053,314,1736,455,1814,320,2111,Japanese,四季の路
379,2058,467,1862,527,1895,439,2099,Latin,Shikino
544,1687,610,1724,538,1875,479,1840,Latin,Michi
1152,2211,1152,2308,486,2355,470,2267,Japanese,新宿区役所
796,2346,798,2396,500,2417,496,2373,Latin,Shinjuku
959,2340,959,2393,824,2393,823,2343,Latin,City
1181,2314,1186,2367,982,2376,979,2328,Latin,Office
1995,1416,1980,1581,712,1658,698,1528,Japanese,区役所第一分庁舎
1068,1651,1072,1728,722,1744,719,1676,Latin,Shinjuku
1256,1641,1258,1712,1104,1704,1103,1645,Latin,City
1523,1623,1524,1685,1289,1688,1288,1635,Latin,Office
1817,1603,1821,1662,1552,1686,1554,1618,Latin,Annex
1881,1595,1872,1656,1848,1642,1851,1597,Latin,1
1692,1816,1801,1712,2234,1880,2184,1998,Japanese,靖国通ク
2121,1989,2068,2040,1642,1892,1672,1842,Latin,Yasukuni-Dori
2085,2037,2158,1995,2235,2043,2215,2093,Latin,Ave.
2167,2390,2148,2473,1430,2535,1431,2449,Japanese,歌舞伎町公園
1762,2517,1757,2558,1427,2579,1428,2547,Latin,kabukicho
1789,2496,1929,2499,1923,2541,1783,2552,Latin,Park
2077,2756,2060,2838,1199,2915,1200,2838,Japanese,歌舞伎町一丁目
1235,2921,1236,2968,1208,2968,1208,2927,Latin,1
1667,2888,1667,2936,1278,2959,1279,2918,Latin,Kabukicho
