1903,88,1904,319,1534,329,1532,89,Latin,VAI
2794,65,2792,304,1989,325,1991,98,Latin,AVANTI
1338,333,1347,568,768,555,768,358,Latin,anche
2160,336,2163,596,1446,607,1446,348,Latin,quando
2797,295,2791,535,2260,552,2258,317,Latin,tutti
865,586,859,730,762,735,766,593,Latin,Si
1582,583,1581,751,920,778,921,590,Latin,aspettano
1837,589,1849,728,1642,727,1642,584,Latin,che
2187,563,2180,732,1908,747,1908,596,Latin,lasci
2781,565,2775,736,2229,752,2229,583,Latin,perdere!
1521,823,1531,911,1270,943,1269,844,Latin,Madre
1839,830,1844,900,1565,931,1562,832,Latin,Teresa
1946,815,1939,897,1876,905,1876,822,Latin,di
2305,806,2317,893,1966,930,1977,816,Latin,Calcutta
