190,39,243,24,248,39,196,55,Latin,Stoiber‘s
109,58,254,55,254,85,109,87,Latin,GEBRANNTE
272,54,407,51,408,83,272,84,Latin,MANDELN
69,278,103,279,102,291,69,290,Latin,Frisch
111,280,170,280,169,292,111,293,Latin,gebrannte
177,281,234,281,233,295,176,294,Latin,Erdnüsse
242,282,293,283,293,297,241,295,Latin,Mandeln
301,284,376,286,376,299,301,296,Latin,Haselnüsse
385,286,472,288,472,303,384,298,Latin,Cashewkerne
389,308,447,310,447,328,389,326,Latin,Zucker
334,309,383,310,382,330,335,323,Latin,wenig
303,306,328,306,328,323,303,323,Latin,mit
125,301,188,303,188,320,124,318,Latin,Nussmix
138,335,168,336,168,343,137,342,Latin,###
346,355,388,357,388,366,345,366,Latin,Mandaln
