464,479,942,504,957,542,461,514,Latin,HAMBURGER
996,508,1028,510,1037,545,996,543,Symbols,&
1081,515,1276,524,1295,557,1079,548,Latin,PIZZA
462,548,761,565,765,643,459,628,Latin,THE
825,569,1289,590,1288,667,823,645,Latin,PRIME
464,668,909,688,931,725,460,704,Latin,SCIARDA
984,690,1292,705,1289,737,983,727,Latin,BISTRO
2778,599,3129,618,3136,647,2778,627,Latin,HAMBURGER
3169,620,3192,622,3197,651,3167,647,Symbols,&
3232,623,3376,630,3392,658,3231,650,Latin,PIZZA
2777,659,2994,670,2996,735,2782,725,Latin,THE
3043,673,3384,688,3385,750,3042,735,Latin,PRIME
2779,761,3101,774,3116,803,2778,789,Latin,SCIARADA
3160,776,3384,786,3389,812,3159,804,Latin,BISTRO
2889,1556,2920,1555,2920,1571,2884,1572,Latin,JUST
2894,1570,2920,1570,2920,1586,2893,1586,Latin,EAT
2883,1594,2904,1595,2903,1603,2883,1602,Latin,###
2904,1593,2925,1594,2927,1602,2903,1603,Latin,###
2869,1614,2922,1614,2923,1628,2868,1628,Latin,SPINGERE
3532,1725,3640,1728,3641,1753,3533,1752,Latin,RISTORANTE
3642,1728,3716,1729,3717,1752,3643,1755,Latin,BURGER
3715,1735,3725,1735,3726,1751,3715,1754,Symbols,&
3725,1731,3777,1734,3783,1756,3726,1755,Latin,PIZZA
3535,1751,3786,1760,3787,1776,3534,1767,Latin,###
3534,1766,3572,1770,3573,1784,3535,1782,Latin,###
3535,1781,3708,1788,3709,1799,3536,1796,Latin,###
3534,1795,3574,1801,3574,1812,3536,1812,Latin,###
3580,1802,3624,1802,3623,1813,3578,1814,Latin,###
3624,1804,3669,1805,3669,1814,3622,1814,Latin,###
3674,1804,3696,1803,3695,1813,3672,1816,Latin,###
3536,1809,3655,1813,3654,1824,3538,1824,Latin,###
3661,1813,3689,1816,3688,1825,3660,1826,Latin,###
3538,1822,3713,1829,3711,1839,3538,1838,Latin,###
3539,1835,3606,1844,3606,1853,3539,1852,Latin,###
3539,1851,3597,1854,3598,1868,3539,1868,Latin,###
3540,1865,3727,1872,3726,1885,3540,1883,Latin,###
3541,1880,3705,1887,3707,1900,3541,1897,Latin,###
3541,1897,3691,1898,3691,1914,3542,1912,Latin,###
3542,1911,3767,1912,3770,1927,3543,1927,Latin,###
3542,1926,3628,1932,3627,1944,3544,1945,Latin,###
3544,1942,3744,1952,3742,1962,3544,1958,Latin,###
3544,1956,3749,1965,3746,1975,3543,1970,Latin,###
3542,1969,3740,1978,3739,1990,3546,1986,Latin,###
3546,2011,3591,2018,3594,2034,3549,2035,Latin,PIZZE
3596,2023,3610,2025,3610,2035,3596,2035,Latin,###
3610,2017,3652,2019,3661,2036,3612,2034,Latin,###
3660,2016,3699,2023,3704,2036,3660,2037,Latin,###
3704,2026,3785,2027,3787,2041,3704,2038,Latin,###
3548,2036,3598,2040,3599,2057,3551,2056,Latin,###
3600,2038,3676,2041,3676,2058,3601,2055,Latin,###
3681,2045,3717,2046,3716,2058,3678,2056,Latin,###
3548,2055,3576,2056,3578,2073,3552,2074,Latin,###
3579,2056,3631,2056,3634,2073,3579,2075,Latin,###
3639,2060,3667,2061,3669,2074,3636,2076,Latin,###
