2247,577,2254,632,2064,716,2069,661,Latin,Gruppo
2411,546,2434,663,1915,933,1911,834,Latin,IMMOBILIARE
2313,747,2326,875,2029,1024,2021,916,Latin,FELTRE
2455,883,2461,930,1917,1198,1915,1154,Latin,INTERMEDIAZION
2131,1113,2139,1156,1882,1277,1873,1232,Latin,VENEITE
2176,1102,2179,1119,2160,1129,2159,1115,Symbols,.
2504,924,2509,968,2212,1117,2213,1074,Latin,PERMUTE
2455,1056,2474,1093,2072,1284,2084,1232,Latin,ASSISTENZA
2508,1099,2531,1138,2084,1344,2086,1299,Latin,CONSULENZA
2394,1227,2398,1270,2152,1381,2151,1332,Latin,LEGALE
2509,1279,2518,1364,1967,1601,1983,1501,Latin,02.26416415
1747,1088,1749,1102,1697,1080,1697,1061,Latin,###
1739,1099,1737,1105,1702,1090,1704,1083,Latin,###
1747,1134,1747,1142,1703,1123,1703,1113,Latin,###
1742,1139,1741,1149,1709,1133,1708,1126,Latin,###
1753,1169,1755,1204,1700,1183,1701,1144,Latin,###
