0,68,457,73,437,174,0,166,Latin,###
521,804,1464,804,1470,934,521,924,Latin,SGOMBERO
496,982,1093,982,1093,1053,496,1047,Latin,MAGAZZINI
1178,982,1486,977,1486,1056,1178,1056,Latin,SONLAI
1089,1094,1432,1095,1431,1166,1093,1164,Latin,UFFICI
1148,1021,1148,1034,1118,1036,1118,1021,Symbols,-
1062,1131,1062,1144,1032,1144,1032,1132,Symbols,-
1001,1098,1002,1164,553,1160,554,1090,Latin,CANTINE
624,1205,1388,1207,1385,1278,591,1270,Latin,APPARTAMENTI
574,1316,1141,1319,1142,1387,585,1381,Latin,TRASPOTRI
1165,1318,1407,1318,1405,1384,1194,1386,Latin,VARI
758,1615,520,1612,521,1551,743,1559,Latin,CELL.
757,1810,520,1809,520,1752,729,1756,Latin,CELL.
510,1929,1024,1935,1020,2019,495,2011,Latin,SERVIZIO
952,2067,953,2151,501,2144,502,2060,Latin,PREZZI
1066,1941,1476,1942,1476,2021,1041,2015,Latin,RAPIDO
987,2070,1473,2070,1474,2157,986,2152,Latin,MODICI
779,1703,955,1703,953,1818,778,1816,Latin,348
780,1498,956,1503,954,1614,778,1613,Latin,338
983,1499,997,1500,970,1615,956,1614,Symbols,/
983,1703,996,1703,968,1819,957,1817,Symbols,/
1001,1501,1480,1501,1478,1620,993,1620,Latin,47.30.924
995,1701,1477,1707,1475,1823,993,1818,Latin,01.02.109
194,2369,170,2768,55,2724,51,2358,Latin,POS
2,2592,68,2598,63,2676,1,2663,Latin,###
