877,1059,1183,1066,1182,1121,876,1114,Chinese,北门
1446,1067,1744,1071,1743,1132,1448,1121,Chinese,南门
1451,1284,1750,1288,1749,1346,1450,1342,Chinese,万佛楼
1458,1487,1759,1493,1757,1559,1457,1552,Chinese,卫生间
1451,1699,1756,1707,1754,1772,1449,1764,Chinese,办公区
788,1470,1174,1480,1172,1544,786,1534,Chinese,唐代遗址
1900,1080,1987,1086,1985,1135,1897,1129,Latin,340
1897,1298,1986,1298,1986,1346,1897,1346,Latin,240
1893,1511,1976,1511,1976,1558,1893,1558,Latin,160
1904,1722,1964,1722,1964,1773,1904,1773,Latin,60
618,1058,712,1058,712,1106,618,1106,Latin,300
608,1487,703,1489,701,1536,607,1533,Latin,160
641,1110,687,1110,687,1156,641,1156,Latin,M
628,1543,677,1543,677,1587,628,1587,Latin,M
1918,1138,1968,1140,1966,1187,1916,1185,Latin,M
1921,1352,1968,1352,1968,1396,1921,1396,Latin,M
1910,1563,1953,1563,1953,1609,1910,1609,Latin,M
1910,1774,1955,1774,1955,1817,1910,1817,Latin,M
984,1146,1087,1149,1087,1172,984,1169,Latin,NORTH
848,1555,1011,1559,1010,1578,848,1574,Latin,CULTURAL
938,1585,1027,1587,1027,1607,938,1605,Latin,TANG
1449,1793,1690,1796,1690,1817,1449,1814,Latin,ADMINISTRATION
1453,1585,1561,1585,1561,1606,1453,1606,Latin,TOILET
1445,1366,1564,1368,1564,1391,1445,1389,Latin,PAGODA
1443,1153,1541,1154,1541,1177,1444,1176,Latin,SOUTH
1094,1152,1181,1156,1180,1176,1094,1172,Latin,GATE
1546,1156,1634,1158,1634,1182,1546,1181,Latin,GATE
1572,1367,1611,1367,1611,1392,1572,1392,Latin,OF
1619,1369,1750,1369,1750,1394,1619,1394,Latin,BUDDHAS
1701,1796,1778,1796,1778,1819,1701,1819,Latin,AREA
1022,1558,1127,1558,1127,1580,1022,1580,Latin,RELICS
1139,1561,1176,1561,1176,1582,1139,1582,Latin,OF
1037,1589,1175,1589,1175,1612,1037,1612,Latin,DYNASTY
