1,280,26,281,28,316,0,312,Latin,###
36,266,130,268,139,355,49,368,Korean,서울
12,333,67,333,65,354,13,351,Korean,세계와
74,332,108,335,108,351,76,352,Korean,함께
2182,319,2292,319,2292,398,2174,377,Korean,서울
2298,322,2327,322,2327,374,2294,377,Latin,###
549,785,1665,798,1675,1104,564,1098,Korean,젊으니까
462,1141,811,1153,811,1344,462,1331,Korean,쉬지
910,1147,1750,1166,1733,1374,910,1356,Korean,알라고요?
658,1755,840,1761,842,2031,663,2025,None,###
655,2353,719,2350,720,2433,648,2430,Korean,쉴
754,2356,896,2360,897,2442,746,2436,Korean,틈이
928,2353,1238,2366,1240,2448,934,2436,Korean,어딨냐는
1268,2366,1340,2369,1340,2455,1268,2445,Korean,말
1372,2375,1515,2375,1513,2458,1368,2445,Korean,대신
664,2472,893,2478,891,2554,660,2553,Korean,활력과
920,2475,1221,2487,1217,2574,914,2553,Korean,재충전의
1257,2486,1501,2496,1499,2574,1251,2562,Korean,기회를!
436,3141,453,3086,1263,3135,1263,3135,Latin,###
