271,1449,413,1454,411,1487,272,1482,Latin,SIMONE
420,1451,596,1457,594,1492,419,1485,Latin,LANCIOM
581,1567,578,1634,262,1627,264,1559,Latin,GUIDARE
261,1641,329,1640,345,1706,255,1705,Latin,LA
370,1646,749,1649,748,1716,364,1703,Latin,MOUNTAIN
772,1649,929,1662,927,1724,769,1719,Latin,BIKE
621,1747,791,1755,790,1799,622,1789,Latin,NOZIONI
800,1753,963,1760,963,1802,798,1799,Latin,EVOLUTE
885,1802,987,1802,1000,1851,889,1848,Latin,GARA
956,1898,1182,1908,1182,1988,957,1970,Latin,HOEPLI
481,1745,580,1747,577,1799,482,1786,Latin,BASE
613,1750,612,1794,586,1791,587,1750,Latin,E
247,1742,412,1740,421,1791,256,1786,Latin,TECNICA
428,1750,474,1745,473,1794,429,1794,Latin,DI
247,1784,444,1794,442,1843,243,1825,Latin,GESTIONE
452,1794,517,1797,516,1846,451,1843,Latin,DEI
525,1794,716,1802,715,1846,529,1841,Latin,PERCORSI
720,1802,747,1804,749,1854,721,1841,Latin,E
758,1802,869,1809,878,1848,756,1846,Latin,DELLA
105,1344,24,2169,5,2123,82,1344,None,###
92,888,150,906,110,1279,63,1214,Latin,###
