576,629,577,669,294,683,295,640,Latin,Einbahnstraße
701,532,704,586,482,577,481,529,Latin,###
827,531,832,589,706,588,704,531,Latin,Strest
2234,1215,2299,1725,258,1844,203,1259,Latin,Herzog
586,1869,561,1958,265,1983,258,1889,Latin,Sanitär
2290,1740,2297,1839,606,1953,599,1874,Latin,lnstallation·Heizungen·Solar·Kundenalenst
741,2011,746,2109,271,2154,271,2061,Latin,Ständlerstr.
938,2122,947,2206,575,2251,568,2161,Latin,München
1552,2625,1563,2698,1478,2730,1464,2669,Latin,Ob
1815,2538,1824,2613,1584,2697,1570,2622,Latin,Heizung
1960,2480,1966,2547,1843,2589,1832,2532,Latin,oder
2180,2398,2214,2460,1988,2534,1979,2475,Latin,Sanltär,
1549,2740,1558,2792,1496,2822,1486,2772,Latin,es
1724,2678,1735,2723,1579,2790,1568,2745,Latin,muss
1832,2619,1840,2678,1753,2720,1747,2661,Latin,die
2011,2559,2028,2616,1858,2678,1851,2621,Latin,Firma
2232,2490,2243,2554,2050,2611,2040,2552,Latin,Herzog
2354,2425,2363,2495,2255,2527,2249,2472,Latin,her!
2302,1897,2309,2076,1741,2125,1705,1959,Latin,775110
873,2012,849,2096,778,2104,773,2027,Latin,37
541,2158,540,2243,276,2267,276,2188,Latin,81549
